Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Ride_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Method
14-09-2025,06:36:00,CNR1002847,Successful,CUST966028,Auto,Kudlu,Ejipura,2.5,3.6,No,,No,,No,,66,4.8,3.9,5,UPI
28-09-2025,15:35:00,CNR4470388,Cancelled by Driver,CUST786393,Bike,Kammanahalli,Banerghatta Road,,,No,,Yes,Customer related issue,No,,,20.8,,,UPI
27-09-2025,11:39:00,CNR8937865,Successful,CUST851470,Mini,Ejipura,Airport Road,8.8,8.2,No,,No,,No,,499,3.2,5,4.4,UPI
24-09-2025,09:47:00,CNR1036858,Incomplete,CUST457938,Prime Sedan,Vijayanagar,Marathahalli,,,No,,No,,Yes,Vehicle Breakdown,,4.3,,,UPI
21-09-2025,06:46:00,CNR3754070,Successful,CUST616342,Auto,Ejipura,Talaghattapura,0.5,3.1,No,,No,,No,,533,19.6,4.7,4.6,UPI
06-09-2025,16:25:00,CNR4287016,Successful,CUST296653,Auto,Residency Road,Electronic City,5.9,8.6,No,,No,,No,,499,8.2,4.6,4.4,UPI
25-09-2025,18:13:00,CNR6669584,Successful,CUST213000,Bike,MG Road,Vijayanagar,3.9,6.5,No,,No,,No,,557,18.5,3.9,4.7,Cash
20-09-2025,19:10:00,CNR8558212,Cancelled by Driver,CUST579605,Mini,Frazer Town,HSR Layout,,,No,,Yes,Personal & Car related issues,No,,,24.5,,,UPI
17-09-2025,06:49:00,CNR8261353,Successful,CUST979562,Mini,Frazer Town,Sadananda Nagar,4.6,7.2,No,,No,,No,,629,17.4,4.9,4.3,UPI
07-09-2025,15:52:00,CNR3913368,Incomplete,CUST865979,eBike,Hebbal,Cooke Town,,,No,,No,,Yes,Other Issue,,9.5,,,Card
28-09-2025,14:36:00,CNR7453568,Other,CUST539001,Prime SUV,Sarjapur Road,Chikkabanavara,,,No,,No,,No,,,4.8,,,UPI
14-09-2025,11:51:00,CNR5935413,Successful,CUST574843,Bike,HSR Layout,Koramangala 1st Block,4,4.8,No,,No,,No,,341,7.3,4.7,4,UPI
28-09-2025,14:44:00,CNR6014930,Successful,CUST984027,Bike,Basavanagudi,Ejipura,3.2,7.1,No,,No,,No,,836,21.7,4.1,4.1,UPI
18-09-2025,09:42:00,CNR4370359,Successful,CUST319899,Mini,Marathahalli,Nagarbhavi,6.7,8,No,,No,,No,,215,3.6,4.2,3.7,UPI
21-09-2025,22:44:00,CNR3983202,Successful,CUST628370,Mini,Vijayanagar,Basavanagudi,2.6,7.7,No,,No,,No,,935,28.5,4.9,4.8,UPI
24-09-2025,15:35:00,CNR9059269,Successful,CUST711116,Mini,Bharathnagar,Ejipura,4.9,2.5,No,,No,,No,,278,5.3,4.5,3.6,Card
23-09-2025,20:21:00,CNR9957402,Successful,CUST399817,Prime SUV,Koramangala 5th Block,Koramangala,10.3,13.5,No,,No,,No,,341,5.7,5,5,Card
02-09-2025,08:28:00,CNR1890282,Successful,CUST802812,Auto,Kundalahalli,Chikkabanavara,0.9,3.2,No,,No,,No,,590,20.2,4.5,4.4,Wallet
30-09-2025,17:39:00,CNR5203716,Successful,CUST253541,eBike,Sarjapur Road,Marathahalli,0.5,4.6,No,,No,,No,,159,9.1,4.4,4.3,UPI
18-09-2025,12:07:00,CNR8593275,Cancelled by Customer,CUST207458,Mini,Nagarbhavi,Talaghattapura,,,Yes,Driver asked to cancel,No,,No,,,5.9,,,Cash
23-09-2025,15:34:00,CNR7524435,Cancelled by Customer,CUST349136,Mini,Sarjapur Road,Marathahalli,,,Yes,Driver is not moving towards pickup location,No,,No,,,10.5,,,Cash
28-09-2025,12:36:00,CNR7988821,Successful,CUST926394,Prime SUV,Basavanagudi,Sarakki,8.1,10.5,No,,No,,No,,318,7.3,4.8,4.1,UPI
23-09-2025,09:27:00,CNR8433377,Successful,CUST970300,Prime Plus,Vijayanagar,Ejipura,3.6,5.3,No,,No,,No,,593,17.3,4.9,4.7,Cash
13-09-2025,16:02:00,CNR4296204,Cancelled by Customer,CUST913848,Bike,Jalahalli,Marathahalli,,,Yes,Driver is not moving towards pickup location,No,,No,,,7.4,,,UPI
07-09-2025,08:57:00,CNR9620919,Cancelled by Driver,CUST225151,Prime Sedan,Koramangala 5th Block,Kundalahalli,,,No,,Yes,Customer related issue,No,,,3.9,,,Card
07-09-2025,20:26:00,CNR5278461,Other,CUST105919,Prime Sedan,Ejipura,Malleshwaram,,,No,,No,,No,,,0.7,,,Wallet
28-09-2025,16:11:00,CNR1853212,Cancelled by Customer,CUST911242,Prime SUV,Ejipura,Bharathnagar,,,Yes,AC is not working (Only for 4-wheelers),No,,No,,,6.5,,,UPI
18-09-2025,07:14:00,CNR6332789,Cancelled by Driver,CUST650916,Prime Plus,Banashankari,Shivaji Nagar,,,No,,Yes,Customer related issue,No,,,4.8,,,UPI
14-09-2025,15:09:00,CNR7768215,Successful,CUST196411,Prime Sedan,Electronic City,Bharathnagar,3.8,7.3,No,,No,,No,,170,7.8,4.8,3.9,Cash
13-09-2025,09:43:00,CNR9900294,Successful,CUST597923,Prime SUV,Chikkabanavara,Hosur Road,13.8,14.1,No,,No,,No,,262,3.7,4,3.6,Card
21-09-2025,13:36:00,CNR5032368,Successful,CUST773462,Mini,Ejipura,Richmond Town,6.9,6.9,No,,No,,No,,999,6.7,4.9,5,Wallet
21-09-2025,11:28:00,CNR7398370,Cancelled by Driver,CUST934883,Prime SUV,Cooke Town,Kalyan Nagar,,,No,,Yes,The customer was coughing/sick,No,,,9.6,,,UPI
02-09-2025,14:49:00,CNR7290752,Cancelled by Driver,CUST639292,Bike,Airport Road,Ulsoor,,,No,,Yes,Customer related issue,No,,,11,,,UPI
12-09-2025,07:24:00,CNR2609881,Successful,CUST275526,Prime SUV,Sadananda Nagar,Chamarajpet,13,15.9,No,,No,,No,,432,8.2,4.5,4,Card
21-09-2025,09:35:00,CNR4576485,Cancelled by Customer,CUST818699,Mini,Hebbal,Electronic City,,,Yes,Wrong Address,No,,No,,,9.7,,,UPI
21-09-2025,22:02:00,CNR2209981,Other,CUST883171,Bike,Indiranagar,Baiyappanahalli,,,No,,No,,No,,,17.8,,,UPI
03-09-2025,07:15:00,CNR1910467,Successful,CUST286638,Bike,Sarakki,Jayanagar,6.7,8.2,No,,No,,No,,199,0.5,5,3.7,Card
07-09-2025,10:24:00,CNR7838943,Successful,CUST506881,Mini,Residency Road,Koramangala 5th Block,7.7,11.3,No,,No,,No,,471,5.5,4.7,4.6,Card
14-09-2025,08:01:00,CNR9973031,Successful,CUST106185,Mini,Ejipura,Jayanagar,8.6,8.3,No,,No,,No,,709,13.7,4.4,4.6,UPI
20-09-2025,17:57:00,CNR2217848,Successful,CUST475075,Prime SUV,Hebbal,Marathahalli,9.5,12.1,No,,No,,No,,996,16.7,4.3,4.5,Wallet
11-09-2025,07:28:00,CNR5723078,Cancelled by Driver,CUST902448,Prime SUV,Cooke Town,Residency Road,,,No,,Yes,Personal & Car related issues,No,,,23.3,,,UPI
14-09-2025,15:06:00,CNR4688734,Incomplete,CUST243006,Bike,Chamarajpet,Marathahalli,,,No,,No,,Yes,Customer Demand,,27,,,UPI
11-09-2025,21:08:00,CNR7260091,Successful,CUST111691,Mini,Sarakki,Malleshwaram,0.5,5.4,No,,No,,No,,210,5.4,4,3.9,UPI
01-09-2025,16:10:00,CNR7611593,Other,CUST663244,Mini,Whitefield,Kengeri,,,No,,No,,No,,,7,,,Cash
23-09-2025,18:23:00,CNR6768873,Cancelled by Driver,CUST322022,Mini,Hosur Road,Frazer Town,,,No,,Yes,Customer related issue,No,,,6.6,,,UPI
07-09-2025,20:14:00,CNR5240303,Successful,CUST303765,Auto,Bharathnagar,Yeshwantpur,7.7,7.2,No,,No,,No,,682,24.6,4.5,4.7,UPI
27-09-2025,21:54:00,CNR8738745,Incomplete,CUST775990,Mini,Marathahalli,Bharathnagar,,,No,,No,,Yes,Customer Demand,,3.1,,,UPI
07-09-2025,15:54:00,CNR9173698,Successful,CUST446922,Prime Sedan,Bharathnagar,Hosur Road,9.2,8.5,No,,No,,No,,480,13,4.9,5,UPI
10-09-2025,07:11:00,CNR4246367,Incomplete,CUST433222,Mini,Kammanahalli,Ejipura,,,No,,No,,Yes,Other Issue,,10.8,,,Card
20-09-2025,15:39:00,CNR7115185,Successful,CUST946934,Prime Sedan,Koramangala 5th Block,Rajajinagar,10.5,14.5,No,,No,,No,,398,10.2,4.2,5,Cash
08-09-2025,09:46:00,CNR8316947,Cancelled by Driver,CUST390119,eBike,HSR Layout,Nagarbhavi,,,No,,Yes,More than permitted people in there,No,,,27.5,,,Cash
14-09-2025,12:07:00,CNR6124966,Incomplete,CUST610626,Mini,Banashankari,Hosur Road,,,No,,No,,Yes,Vehicle Breakdown,,5.6,,,UPI
28-09-2025,08:23:00,CNR4295580,Successful,CUST376021,Bike,Vijayanagar,Jayanagar,2.6,1.8,No,,No,,No,,777,16,3.9,3.6,UPI
28-09-2025,20:29:00,CNR9509040,Successful,CUST762308,Auto,Peenya,Peenya,8.4,13.5,No,,No,,No,,109,3.9,3.9,4,UPI
20-09-2025,21:28:00,CNR1614990,Cancelled by Driver,CUST678388,Prime Sedan,Chamarajpet,Seshadripuram,,,No,,Yes,Customer related issue,No,,,3.1,,,UPI
13-09-2025,09:48:00,CNR5882155,Other,CUST240384,Mini,Frazer Town,Whitefield,,,No,,No,,No,,,3.8,,,Card
16-09-2025,17:18:00,CNR5007754,Successful,CUST989173,Prime SUV,Ejipura,Nagarbhavi,12.2,10.5,No,,No,,No,,499,9.6,4.1,4.5,UPI
16-09-2025,13:36:00,CNR3671308,Successful,CUST287847,Mini,Yeshwantpur,Bharathnagar,12.4,13.7,No,,No,,No,,688,29.8,4.6,3.2,UPI
07-09-2025,18:29:00,CNR9111841,Successful,CUST476224,Auto,Chikkabanavara,Ulsoor,3.5,6.7,No,,No,,No,,414,6.4,4.7,3.9,UPI
09-09-2025,09:59:00,CNR1718206,Other,CUST801062,Prime Plus,Banerghatta Road,Cooke Town,,,No,,No,,No,,,4.2,,,Cash
14-09-2025,06:47:00,CNR1669489,Successful,CUST780027,Prime Sedan,Ejipura,Shivaji Nagar,10.9,15.1,No,,No,,No,,300,7.3,4.8,4.5,UPI
09-09-2025,18:39:00,CNR5417710,Successful,CUST706739,Mini,Banashankari,Cooke Town,8.8,11.7,No,,No,,No,,499,8.7,3.9,4.4,Card
13-09-2025,17:09:00,CNR2305896,Successful,CUST641760,Prime Plus,Banaswadi,Shivaji Nagar,0.5,1.2,No,,No,,No,,191,4.8,4.6,3.9,UPI
27-09-2025,11:53:00,CNR9168181,Successful,CUST931161,Mini,Kudlu,Koramangala,2.9,4.2,No,,No,,No,,499,11.7,4.6,4.5,UPI
07-09-2025,08:49:00,CNR4858604,Successful,CUST180832,Mini,Kundalahalli,Electronic City,9,10.4,No,,No,,No,,153,3.8,4.2,4.2,UPI
07-09-2025,16:16:00,CNR2985251,Successful,CUST793223,Prime Plus,Kammanahalli,Hulimavu,8.3,11.4,No,,No,,No,,499,8,4.6,4.4,UPI
21-09-2025,14:10:00,CNR4535025,Incomplete,CUST719489,Auto,Koramangala 1st Block,Indiranagar,,,No,,No,,Yes,Customer Demand,,9.5,,,Cash
19-09-2025,08:44:00,CNR3260294,Successful,CUST760120,Mini,Yeshwantpur,Malleshwaram,8.5,8.2,No,,No,,No,,174,6.1,5,3.6,UPI
08-09-2025,09:04:00,CNR9667792,Successful,CUST525151,Mini,Yeshwantpur,Vijayanagar,2.6,2.9,No,,No,,No,,302,7.4,3.9,4.4,UPI
21-09-2025,17:17:00,CNR5755579,Successful,CUST189913,Prime Plus,Kudlu,Seshadripuram,15,14.9,No,,No,,No,,999,7,4.6,4.4,UPI
07-09-2025,20:10:00,CNR7891524,Successful,CUST730025,Auto,Peenya,Sadananda Nagar,5.3,5.7,No,,No,,No,,362,10.4,4,4.7,UPI
21-09-2025,10:30:00,CNR3813903,Successful,CUST859364,Bike,Baiyappanahalli,Kudlu,2.1,6,No,,No,,No,,499,0.5,5,4.5,Card
07-09-2025,12:34:00,CNR3218169,Successful,CUST213844,Auto,Shivaji Nagar,Frazer Town,4.6,4.4,No,,No,,No,,346,9.2,4.3,4.1,UPI
27-09-2025,16:20:00,CNR2615622,Successful,CUST286040,Mini,Ejipura,Kudlu,7.9,8.6,No,,No,,No,,152,12.4,5,4.8,Card
25-09-2025,14:35:00,CNR2971598,Other,CUST197716,Mini,HSR Layout,Kudlu,,,No,,No,,No,,,1.6,,,UPI
01-09-2025,22:00:00,CNR8239315,Cancelled by Driver,CUST647403,Mini,MG Road,Sarjapur Road,,,No,,Yes,Customer related issue,No,,,9.4,,,UPI
28-09-2025,14:13:00,CNR7396087,Successful,CUST467544,Mini,Talaghattapura,Chikkabanavara,3.9,3.8,No,,No,,No,,692,24,5,3.8,UPI
20-09-2025,13:15:00,CNR3246185,Successful,CUST366881,Mini,Banaswadi,Whitefield,9.4,12.7,No,,No,,No,,250,6.1,4.1,4.7,UPI
28-09-2025,12:58:00,CNR5325249,Successful,CUST298202,Auto,Talaghattapura,Koramangala,6.2,7.2,No,,No,,No,,30,6.1,4.9,4.7,Card
06-09-2025,06:07:00,CNR7291957,Other,CUST786341,Prime Plus,Basavanagudi,Koramangala 1st Block,,,No,,No,,No,,,5,,,Card
07-09-2025,17:07:00,CNR5255251,Successful,CUST373995,eBike,Koramangala 5th Block,Yeshwantpur,3.1,5,No,,No,,No,,368,5.6,4.9,4.3,UPI
09-09-2025,17:36:00,CNR7668174,Successful,CUST891645,Prime Plus,Sarakki,Sarakki,4,4.8,No,,No,,No,,298,7.7,4.1,4.7,Cash
13-09-2025,15:28:00,CNR9116148,Successful,CUST366105,Prime SUV,Yeshwantpur,Sanjay Nagar,10.9,14,No,,No,,No,,933,25.2,4.6,4.5,UPI
14-09-2025,08:21:00,CNR2997927,Incomplete,CUST884140,Prime Plus,Sarjapur Road,Rajajinagar,,,No,,No,,Yes,Other Issue,,5.5,,,UPI
14-09-2025,11:46:00,CNR1873301,Successful,CUST268546,Mini,Vijayanagar,Koramangala,9.8,13.9,No,,No,,No,,999,17.5,4.5,4.8,Card
27-09-2025,14:02:00,CNR8304421,Successful,CUST192422,Auto,Banaswadi,Banerghatta Road,6.7,11.1,No,,No,,No,,438,9.7,4.2,4.1,UPI
03-09-2025,12:33:00,CNR7721705,Successful,CUST743789,Mini,Marathahalli,Ejipura,4.5,8,No,,No,,No,,678,19.8,4.3,5,Cash
04-09-2025,19:12:00,CNR3940561,Cancelled by Driver,CUST771394,Mini,Koramangala,Jalahalli,,,No,,Yes,The customer was coughing/sick,No,,,16.9,,,UPI
07-09-2025,19:22:00,CNR9565571,Successful,CUST640869,Bike,Ejipura,Rajajinagar,0.5,0.5,No,,No,,No,,296,9,4.9,4.1,UPI
13-09-2025,17:10:00,CNR1004819,Successful,CUST265092,Auto,Kundalahalli,Sadananda Nagar,5.7,7.8,No,,No,,No,,30,6.4,4.7,4,UPI
21-09-2025,12:55:00,CNR4360650,Successful,CUST642892,Auto,Ejipura,Jayanagar,3.6,1.2,No,,No,,No,,840,4.9,4.6,5,UPI
18-09-2025,18:23:00,CNR6840069,Successful,CUST464354,Prime SUV,Kundalahalli,Banaswadi,6.9,9.7,No,,No,,No,,283,5.9,4.2,5,UPI
07-09-2025,21:52:00,CNR7777264,Successful,CUST702833,Auto,Banashankari,Koramangala 1st Block,2.7,3.5,No,,No,,No,,237,3.7,4.2,3.9,UPI
19-09-2025,14:35:00,CNR5936726,Successful,CUST456480,Prime SUV,Frazer Town,Kalyan Nagar,9.7,11.2,No,,No,,No,,769,14.7,4.3,4.4,Card
26-09-2025,15:48:00,CNR5196677,Cancelled by Driver,CUST827912,Mini,Cooke Town,Yeshwantpur,,,No,,Yes,Customer related issue,No,,,3,,,UPI
23-09-2025,22:24:00,CNR8698199,Other,CUST814703,Mini,Peenya,Indiranagar,,,No,,No,,No,,,1.8,,,UPI
08-09-2025,12:31:00,CNR4697401,Successful,CUST809794,Bike,Basavanagudi,Koramangala 1st Block,1.4,3.7,No,,No,,No,,500,10.7,4.1,4.5,Card
16-09-2025,06:09:00,CNR5418274,Cancelled by Driver,CUST360316,Prime Sedan,Residency Road,Nagarbhavi,,,No,,Yes,The customer was coughing/sick,No,,,7.2,,,UPI
05-09-2025,21:53:00,CNR3994493,Cancelled by Customer,CUST599704,Prime Sedan,Electronic City,Yeshwantpur,,,Yes,Driver asked to cancel,No,,No,,,5.6,,,UPI
15-09-2025,09:24:00,CNR4940319,Cancelled by Driver,CUST871153,Prime Plus,Kalyan Nagar,Electronic City,,,No,,Yes,Customer related issue,No,,,2.4,,,UPI
27-09-2025,12:04:00,CNR3617171,Successful,CUST916776,Auto,Whitefield,Nagarbhavi,4.4,5.5,No,,No,,No,,800,19.6,4.4,5,UPI
15-09-2025,06:06:00,CNR1709057,Successful,CUST989203,Mini,Ejipura,Basavanagudi,5.1,3.9,No,,No,,No,,79,3.1,5,4.9,UPI
30-09-2025,21:18:00,CNR5609255,Cancelled by Driver,CUST614646,Prime Plus,Chikkabanavara,Frazer Town,,,No,,Yes,Customer related issue,No,,,4.6,,,Card
23-09-2025,08:11:00,CNR1908455,Successful,CUST651273,Bike,Seshadripuram,Chamarajpet,4.7,4.8,No,,No,,No,,232,1.7,4.3,4.3,UPI
13-09-2025,20:41:00,CNR3932663,Successful,CUST579404,Prime SUV,Sarjapur Road,Shivaji Nagar,11.1,12.9,No,,No,,No,,194,6,4.2,3.8,Cash
21-09-2025,06:12:00,CNR4535838,Successful,CUST497859,Mini,Basavanagudi,Banerghatta Road,5.1,6.5,No,,No,,No,,201,9.6,4.8,3.4,UPI
09-09-2025,15:21:00,CNR5409875,Successful,CUST348658,Prime Sedan,Ejipura,Kammanahalli,3.6,6.5,No,,No,,No,,230,6.4,4.6,4.7,UPI
15-09-2025,09:35:00,CNR8031212,Incomplete,CUST834750,Bike,Banerghatta Road,Residency Road,,,No,,No,,Yes,Customer Demand,,5.6,,,Card
19-09-2025,22:42:00,CNR4834713,Successful,CUST953740,Auto,Kundalahalli,Richmond Town,6.6,10.1,No,,No,,No,,450,3.2,4.1,3.8,UPI
28-09-2025,09:20:00,CNR3446851,Cancelled by Driver,CUST938900,Prime SUV,Malleshwaram,Seshadripuram,,,No,,Yes,Customer related issue,No,,,17.5,,,UPI
14-09-2025,08:17:00,CNR9673937,Successful,CUST659921,Bike,Ulsoor,Kengeri,6.7,9.1,No,,No,,No,,394,8.8,4.1,4.6,Card
28-09-2025,06:48:00,CNR7684074,Successful,CUST203782,Bike,Brigade Road,Electronic City,3.6,5.9,No,,No,,No,,999,27.2,5,4.2,Cash
14-09-2025,16:44:00,CNR2615677,Successful,CUST571706,Bike,Kalyan Nagar,Banerghatta Road,6.3,8.9,No,,No,,No,,30,4.8,4.4,4.2,UPI
19-09-2025,19:49:00,CNR5323737,Cancelled by Driver,CUST460857,Auto,Yelahanka,Sanjay Nagar,,,No,,Yes,Customer related issue,No,,,16.6,,,UPI
20-09-2025,17:05:00,CNR3928275,Successful,CUST918213,Prime Sedan,Basavanagudi,Nagarbhavi,3.6,9.1,No,,No,,No,,480,6.6,5,4.3,Wallet
24-09-2025,13:37:00,CNR2315459,Successful,CUST499581,Mini,Baiyappanahalli,Vijayanagar,9.1,13.9,No,,No,,No,,534,20.1,5,3.9,Cash
28-09-2025,16:55:00,CNR6660436,Successful,CUST542306,Mini,Yeshwantpur,Residency Road,5.3,2.7,No,,No,,No,,920,5.5,4.6,3.5,UPI
04-09-2025,08:45:00,CNR6765079,Successful,CUST339303,Prime Sedan,Hosur Road,Marathahalli,5.5,5.7,No,,No,,No,,651,27.9,4.2,4.8,UPI
20-09-2025,12:44:00,CNR5550787,Cancelled by Driver,CUST566509,Bike,Banerghatta Road,Talaghattapura,,,No,,Yes,More than permitted people in there,No,,,1.8,,,UPI
14-09-2025,09:08:00,CNR1387572,Successful,CUST231113,Bike,Bharathnagar,Kalyan Nagar,1.4,0.5,No,,No,,No,,690,19.2,4.9,4.2,UPI
21-09-2025,07:21:00,CNR4532803,Successful,CUST275018,Mini,Hebbal,Jayanagar,7.8,11.2,No,,No,,No,,815,13.3,4.8,4.4,Cash
14-09-2025,06:55:00,CNR1442329,Incomplete,CUST908382,Mini,Chikkabanavara,Whitefield,,,No,,No,,Yes,Other Issue,,3.9,,,Card
07-09-2025,17:10:00,CNR7540534,Other,CUST424398,Prime Plus,Talaghattapura,Marathahalli,,,No,,No,,No,,,8.3,,,UPI
06-09-2025,14:59:00,CNR3862327,Successful,CUST129959,Auto,Sanjay Nagar,Basavanagudi,5.6,8,No,,No,,No,,572,19.8,4.7,4,Cash
14-09-2025,20:51:00,CNR5570355,Cancelled by Customer,CUST675191,Mini,Sarjapur Road,Chamarajpet,,,Yes,AC is not working (Only for 4-wheelers),No,,No,,,10.4,,,UPI
14-09-2025,18:46:00,CNR8297709,Successful,CUST648887,Mini,Chamarajpet,Kengeri,4.3,6.4,No,,No,,No,,959,23.8,4.1,5,UPI
15-09-2025,09:52:00,CNR2502467,Successful,CUST563324,Prime Sedan,Koramangala 1st Block,Kalyan Nagar,5.8,8.6,No,,No,,No,,318,3.9,4.1,5,UPI
01-09-2025,14:55:00,CNR3286742,Incomplete,CUST460589,Prime Sedan,Chamarajpet,Koramangala,,,No,,No,,Yes,Vehicle Breakdown,,9.9,,,Wallet
28-09-2025,14:08:00,CNR6026630,Successful,CUST109576,Bike,Marathahalli,Kudlu,6.1,5.5,No,,No,,No,,278,8.6,4.8,4.2,Cash
01-09-2025,12:22:00,CNR4163696,Successful,CUST531736,Prime SUV,Koramangala 5th Block,Residency Road,9.3,10.4,No,,No,,No,,234,6.2,4.5,5,UPI
21-09-2025,17:01:00,CNR7538471,Successful,CUST968668,Prime Sedan,Kalyan Nagar,Whitefield,1.7,2.9,No,,No,,No,,195,10.7,5,4.6,UPI
07-09-2025,19:02:00,CNR5561139,Cancelled by Driver,CUST398505,Mini,Chamarajpet,Kundalahalli,,,No,,Yes,Personal & Car related issues,No,,,2.7,,,Cash
07-09-2025,10:56:00,CNR2851472,Successful,CUST767830,Mini,Airport Road,Kundalahalli,6.1,7.5,No,,No,,No,,709,28.8,4.7,4.9,Card
15-09-2025,11:28:00,CNR1325400,Cancelled by Driver,CUST259540,Auto,Chamarajpet,Indiranagar,,,No,,Yes,Personal & Car related issues,No,,,7.9,,,UPI
10-09-2025,08:08:00,CNR8355410,Other,CUST862427,Auto,Whitefield,Malleshwaram,,,No,,No,,No,,,7.1,,,UPI
07-09-2025,13:10:00,CNR6227389,Successful,CUST923892,Bike,Banerghatta Road,Baiyappanahalli,4.1,4.1,No,,No,,No,,359,1.4,5,4.4,Card
02-09-2025,07:22:00,CNR3450947,Successful,CUST158760,Prime Sedan,Residency Road,Jayanagar,7.1,8,No,,No,,No,,313,4.6,4.3,5,Card
07-09-2025,21:17:00,CNR5195637,Successful,CUST956949,Mini,Koramangala,Yelahanka,7.9,8.7,No,,No,,No,,741,8.7,4.7,4.2,UPI
21-09-2025,12:34:00,CNR8431651,Successful,CUST359168,Bike,MG Road,Jalahalli,4.2,8.3,No,,No,,No,,185,4.2,3.6,3.3,Cash
24-09-2025,14:53:00,CNR4497162,Successful,CUST595793,Mini,Kengeri,Basavanagudi,7.2,7.4,No,,No,,No,,190,9.3,4.6,3.1,UPI
22-09-2025,18:42:00,CNR9739692,Successful,CUST228074,Prime Plus,Vijayanagar,Kengeri,9.2,11.3,No,,No,,No,,147,2.6,3.7,3.3,UPI
28-09-2025,20:44:00,CNR4653880,Successful,CUST218414,Prime Plus,Koramangala 5th Block,Basavanagudi,7.3,11.5,No,,No,,No,,439,6,4.4,4.8,Cash
25-09-2025,15:58:00,CNR3007387,Cancelled by Driver,CUST515035,Bike,Koramangala,MG Road,,,No,,Yes,More than permitted people in there,No,,,2.5,,,UPI
21-09-2025,08:38:00,CNR7231035,Successful,CUST908239,Auto,Rajajinagar,Ulsoor,4.6,6.4,No,,No,,No,,499,5,5,4.7,UPI
21-09-2025,21:53:00,CNR2007511,Successful,CUST162678,Prime Sedan,Malleshwaram,Sarjapur Road,9.5,9.2,No,,No,,No,,303,9.2,5,4.4,UPI
06-09-2025,14:19:00,CNR4903632,Other,CUST432125,Prime SUV,Hosur Road,Chikkabanavara,,,No,,No,,No,,,5.1,,,UPI
28-09-2025,18:30:00,CNR4237420,Successful,CUST122390,Bike,Sanjay Nagar,Hulimavu,0.5,0.5,No,,No,,No,,303,7.5,4.6,4.2,Card
28-09-2025,14:16:00,CNR8340032,Successful,CUST686179,Prime Sedan,Sarjapur Road,Ulsoor,9,10.9,No,,No,,No,,167,5.8,5,4.8,UPI
07-09-2025,11:56:00,CNR6430463,Successful,CUST867979,Mini,Kudlu,Sarakki,1.9,2.6,No,,No,,No,,388,4.7,4.1,4,Cash
17-09-2025,13:40:00,CNR5960564,Successful,CUST959222,Prime Sedan,Banerghatta Road,Baiyappanahalli,6.3,8.6,No,,No,,No,,334,2.1,4.2,5,Cash
21-09-2025,12:28:00,CNR4112748,Cancelled by Driver,CUST119629,Mini,Banerghatta Road,Sadananda Nagar,,,No,,Yes,The customer was coughing/sick,No,,,9.4,,,UPI
21-09-2025,17:14:00,CNR7501017,Cancelled by Driver,CUST299092,Mini,Ulsoor,Sadananda Nagar,,,No,,Yes,The customer was coughing/sick,No,,,5,,,Card
12-09-2025,16:56:00,CNR6402667,Cancelled by Driver,CUST215830,Auto,Bharathnagar,Jayanagar,,,No,,Yes,Customer related issue,No,,,5.7,,,UPI
07-09-2025,06:32:00,CNR4390323,Cancelled by Driver,CUST212255,Mini,Hebbal,MG Road,,,No,,Yes,More than permitted people in there,No,,,2.8,,,Card
21-09-2025,14:58:00,CNR5293936,Cancelled by Driver,CUST151470,Prime Sedan,Kudlu,Ejipura,,,No,,Yes,Customer related issue,No,,,9.1,,,UPI
21-09-2025,21:50:00,CNR2341452,Successful,CUST590795,Bike,Brigade Road,Banerghatta Road,2.4,0.6,No,,No,,No,,223,8.7,4.8,3.5,UPI
28-09-2025,13:05:00,CNR7191944,Successful,CUST932831,Bike,Ejipura,Kundalahalli,4.9,5.3,No,,No,,No,,264,8.8,3.8,4.5,UPI
22-09-2025,20:14:00,CNR6098672,Other,CUST181721,Prime SUV,Shivaji Nagar,Hebbal,,,No,,No,,No,,,1,,,UPI
07-09-2025,12:34:00,CNR4178618,Successful,CUST302500,Mini,Richmond Town,Yeshwantpur,9.4,9.7,No,,No,,No,,373,8.1,5,4.2,UPI
07-09-2025,18:47:00,CNR7965641,Cancelled by Customer,CUST882351,Auto,Vijayanagar,Yeshwantpur,,,Yes,Wrong Address,No,,No,,,4,,,UPI
21-09-2025,13:17:00,CNR2746548,Successful,CUST274912,Bike,Sarakki,Residency Road,2.5,2.4,No,,No,,No,,345,0.8,4.7,4.6,UPI
21-09-2025,15:06:00,CNR8432510,Successful,CUST469438,Prime SUV,Sarakki,Basavanagudi,11.6,13.7,No,,No,,No,,749,19.2,4.4,4.9,Cash
14-09-2025,16:48:00,CNR8224069,Other,CUST966286,Bike,Kudlu,Richmond Town,,,No,,No,,No,,,3.3,,,UPI
07-09-2025,19:04:00,CNR5262908,Incomplete,CUST477496,Prime SUV,Airport Road,Residency Road,,,No,,No,,Yes,Customer Demand,,9.2,,,UPI
30-09-2025,16:10:00,CNR1273509,Successful,CUST642752,Auto,Kengeri,Koramangala,6.1,9.4,No,,No,,No,,363,7.5,4.1,4.5,Card
